Marca temporal,ID Único,Edad:,Género:,Nivel socioeconómico:,Grado de estudios:,Actualmente te encuentras:,Si actualmente trabajas. ¿En qué área trabajas?,Estado de origen:,Municipio de origen:,"1. Describa, ¿en qué situaciones últimamente ha sentido alegría?","2. Especifique, ¿en qué situaciones últimamente ha sentido ganas de llorar?","3. En las últimas dos semanas, ¿en qué momentos se ha sentido cansado?","4. ¿En qué situaciones de su día a día, puede identificar que se ha sentido preocupado?","5. Cuando la preocupación se hace presente en su vida, ¿cuáles son las sensaciones corporales que experimenta?","6. Si su escritor favorito le pidiera que le ayude a buscar el significado de la felicidad, ¿cuál sería la idea que usted escribiría?","7. Cuando tiene una elección importante que hacer, mencione ¿cuáles serían los pasos que seguiría para llegar a tomar una decisión?","8. Cuando sucede algo inesperado en su vida, por ejemplo: llegar tarde al trabajo, el automóvil se descompuso, se quedó sin batería el celular, olvidar las llaves, etc., describa ¿cómo reacciona ante estas situaciones?",9. Describa ¿En qué situaciones de su vida considera que se siente estresado o molesto?,"10. Por favor, describa brevemente ¿qué hace cuando tiene que enfrentar una situación difícil?"
4/26/2024 17:07:40,PPI1SV0E,18,Masculino,Alto,Licenciatura,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Puebla,Puebla,Conviviendo con mis amistades,Pensando en mi posible deficiencia como profesionista,"En momentos dónde me siento perdido, sin propósito",En las que pienso de mi futuro,Taquicardias y escalofríos,"Disfrutar cada detalle del día a día, desde el más mínimo nivel","Primero evaluar las repercusiones positivas o negativas de la misma, sopesar cuáles son mejores, y actuar conforme a ello","Trato de no preocuparme demasiado, aprendo de mis errores claro, pero no me torturo por cosas que no puedo controlar",Cuando a veces no me cumplo a mí mismo y fallo al imponerme una disciplina,"Primero me calmo, y espero para pensar todo objetivamente, evalúo las diversas soluciones y procedo con cautela, trato de no estresarme tanto"
4/26/2024 18:22:59,KQGSATHF,22,Masculino,Bajo,Licenciatura,Estudiando,"Comercio y ventas - Vendedores, gerentes de tienda, representantes de atención al cliente, etc.",Tlaxcala,Apizaco ,Cuando obtengo un logro o estoy con mis amigos,Cuando siento impotencia de no lograr mis metas,Al finalizar el día,Al principio del día,Dolor de cabeza,Es la satisfacción de hacer las cosas que nos agradan,Primero ver cual es la que mas me da beneficio o me perjudica y después veo que tanto va a afectar en un futuro ,Con estrés y frustración ,Cuando se me juntan labores o veo que va a pasar algo inminente que me va a afectar,Prepararme mentalmente para abordar el problema de una manera en la que no salga muy perjudicado
4/26/2024 20:27:53,3ZF411GH,18,Masculino,Medio,Bachillerato,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Puebla,San Andrés Calpan Puebla ,Al pasar momentos de juego o platicas con amigos o familia ,En situaciones de presión o de sentirse insuficiente ,Algunas veces al regresar de la escuela ,En mis estudios y calificaciones ,Comezón en los brazos ,"La felicidad es esa calma, relajación y aquello que nos puede hacer sentir queridos e incluso importantes ","Analizar la circunstancia, para después identificar que es lo que más nos conviene sin afectar de manera negativa a alguien ","Me preocupo por lo que me puedan decir o en lo que me afectaría, y busco una forma de enmendarlo","En momentos donde soy ignorado, o cuando no logro comprender algo de la escuela ","Trato de calmarme para evitar hacer cosas por impulso que pueden hacer que las cosas empeoren, y después confrontar a la situación tratando de arreglarla"
4/28/2024 12:04:28,5CYE0BRU,20,Masculino,Medio,Bachillerato,Estudiando,Otro - Para quienes no encajen en las categorías anteriores.,Puebla,Puebla,Cuando estoy con amigos y familia ,Cuando me frusto por no poder hacer algo como quería que fuera,Al regresar a mi casa después de clases,Cuando tengo pendientes sin hacer,Sudor y dolor de cabeza ,Enfocarte en mejorar física y mentalmente ,Analizar las consecuencias y ver si vale la pena ,Primero con estrés y luego busco la forma de solucionarlo inmediatamente ,Cuándo sucede algo inesperado que me hace fallar en algo o perder el tiempo ,Buscar otra alternativa y tratar de no pensar en eso demasiado 
4/28/2024 17:44:49,43K4VHCP,20,Masculino,Bajo,Bachillerato,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Puebla,Tepetzintla,"últimamente he sentido alegría únicamente cuando estoy de fiesta con mis amigos, cuando ando bajo los efectos del alcohol",Cuando estoy solo en mi cuarto (rentado) y recuerdo a mi familia; cuando me siento incapaz de realizar trabajos de la universidad,"Todo el tiempo me siento cansado, sin ganas de hacer nada y en general desmotivado","Cuando no tengo ganas de hacer nada, y eso me preocupa porque se que no es normal y que me va a traer varios problemas en la escuela","Realmente creo que no puedo describir la sensación, es como una combinación de miedo y nervios  ","La verdadera felicidad es cuando estás comiendo, platicando y riendo con tu familia, sin que nada más importe  ","Primero investigaría en sitios de internet, luego preguntaría a personas que sepan sobre el tema. Y ya con toda la información recopilada, formaría mi propio criterio, y ya estaría listo para elegir","Soy muy despreocupado ante esos sucesos, y normalmente reacciono de la mejor manera, y pienso en posibles soluciones, entre ellas la de pedir ayuda",Cuando las cosas no me salen,"Al principio siempre trato de evitarlo a toda costa, pero claro, al final siempre termino afrontándolo"
4/28/2024 22:35:59,FA8HZ0ZJ,22,Masculino,Medio,Bachillerato,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Puebla,Puebla ,"Al cumplir mis metas, convivir con familia y amigos",Al recordar el pasado,Cuando invierto más de 8 horas seguidas en actividades escolares,Al transitar la ciudad de noche,"Tensión muscular, sudoración, náuseas",Siga siendo un artista que domine la espontaneidad ,"Analizar opciones, identificar riesgos, visualizar escenarios, tomar la decisión ",Con paciencia y tranquilidad ,Al detectar injusticias,Retomo los momentos pasados de dificultad y la solución dada entonces
4/29/2024 9:09:29,KFH9XJ94,24,Masculino,Bajo,Licenciatura,Ambos,"Sector administrativo y de oficina - Incluye roles como asistente administrativo, recepcionista, etc.",Puebla,Puebla,Cuando voy al cine,Cuando se me juntan las cosas,Todo el tiempo.,Cuando siento que se me acaba el tiempo para un proyecto,"Cansancio, y escalofríos",Libertad financiera,Pensar en el posible resultado,"Me enojo, pero después me calmo para buscar una solución",Cuando no duermo bien,Pienso en todos los resultados y actuó con confianza
4/29/2024 13:24:37,7I9KZQ70,23,Masculino,Medio,Licenciatura,Ambos,"Tecnología e informática - Desarrolladores de software, técnicos de IT, analistas de sistemas, etc.",Veracruz,Xalapa,"Momentos libres, antes de dormir, cuando me distraigo, compartiendo momentos con seres queridos.",Últimamente solamente al ver películas o series tristes.,"A final de semana, casi terminando las actividades pendientes de la misma","Si me encuentro con algún pendiente o una actividad rezagada, en donde no tengo ni idea de cómo empezar","Nerviosismo, sobre pensamientos, ","Encontrarse en paz, sin ninguna preocupación, pasándola bien con seres queridos o simplemente descansando y recuperándose viendo algo entretenido.","Analizar las decisiones, analizar posibles consecuencias, visualizar pros y contras, seguir la que me haga sentir más cómodo","Soy una persona estresada, normalmente cuando ocurren las resuelvo pero siempre estoy con el nerviosismo de que sucedan.","Cuando sucede algo que no me parece, que me retrasa o me afecta en el mal sentido personalmente","Trato de resolverla, de ser posible pido ayuda."
4/29/2024 13:26:44,TBIDV696,21,Femenino,Medio,Licenciatura,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Puebla,Puebla ,"Cuando estoy con mis amigos, pareja y cuando como.",Cuando no obtenga atención,Cuando voy al gym ,Soy una persona despreocupada,"Dolor de estómago, sudor y falta de sueño","La felicidad es cuando me siento en calma, paz y que em ambiente sea sano ","Consulto con personas ajenas a la situación pero que sean de mi confianza, para así llegar a una conclusión y tomar la decisión. ",Despreocupadamente.,Cuando no puedo tomar el control de las cosas. ,Comentarlo con mis amigos y así afrontar la situación. 
4/29/2024 13:30:35,BR14PE8E,22,Masculino,Medio,Bachillerato,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Tlaxcala,Santa Cruz Quilehtla,En eventos dentro de la universidad,En situaciones cuando me empiezo a sentir solo y sin un rumbo claro,Mayormente me la paso en el transporte publico asi que puede que en esas circunstancias ,Cuando desconozco el paradero de algun familiar o amigo ,"Desesperacion, calor, un poco de sudor ","Vivir en plenitud, sentirse pleno consigo mismo y su enterno. no tener remordimientos",Tomar en cuenta cual seria la peor y mejor situacion en caso de que eligiera algun camino y como repercutira con el estilo de vida que llevo.,Trato de mantener la calma ante estas situaciones y buscar alguna alternativa para que el inconveniente no perjudique mi dia ,"Entrega de proyectos finales, busqueda de trabajo","Respiro, reviso a fondo el problema y lo divido en problemas mucho mas pequeños, despues, hago una lista mental de acuerdo a la dificultad y por ultimo abordo el problema de acuerdo a esa lista empezando por el mas facil."
4/29/2024 13:31:46,PRUNGY5A,21,Femenino,Medio,Licenciatura,Estudiando,Otro - Para quienes no encajen en las categorías anteriores.,Puebla,Coronango ,En convivencia con la familia ,Cuando las cosas no salen como esperaba ,Después de llegar de la escuela ,Por la entrega de tareas y proyectos de la escuela ,"Dolor de cabeza, dolor de espalda y hombros ",Satisfacción en todo su esplendor ,"1. Identificación de elecciones.
2. Razones del porque es buena esa decisión.
3. Tomar la decisión.","Angustiada, con nerviosismo y preocupación ","Cuando las cosas no salen como quisiera, cuando me atraso en ciertos trabajos y actividades y tiendo a trabajar bajo presión.","Pensar en varias alternativas para solucionar dicha situación, así como también buscar a personas de confianza que me ayuden en el proceso."
4/29/2024 13:39:07,WHUIDLRU,20,Masculino,Medio,Bachillerato,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Oaxaca,Oaxaca de Juárez ,"En situaciones que me hacen sentir satisfecho con mi progreso en cualquier ámbito como puede ser ejercitarme , jugar videojuegos ,cocinar, pasar tiempo con mi novia","Situaciones en las que recuerdo cosas pasadas ,mascotas ,mi lugar de origen ,familia",Cuando termino de ejercitarme por cansancio físico y mentalmente me siento agotado al asimilar mi vida en los últimos meses,Por las clases de universidad y problemas de pareja,Incomodidad como “sudar frío”,"No hay un significado para algo tan especial como la felicidad ,pero si tuviera que decir algo al respecto ,diría que la felicidad se obtiene al cumplir metas aún si estas son insignificantes ",Me lo pienso durante varios días si esto se puede,Reaccionó con desesperación pero luego me tranquilizo,"Estresado cuando no me salen bien las cosas ,aunque esto suene muy general","No tengo una manera procedural de reaccionar ante situaciones así,solo las afronto y ya"
4/29/2024 13:40:04,442SR3BQ,20,LGBT+,Medio,Licenciatura,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Puebla,Puebla ,Cuando paso más tiempo con mis amigos entre los recesos de cada clase ,Cuando surge estrés debido a la carga excesiva de tareas ,Al llegar a mi casa y algunas veces antes de terminar las últimas clases ,Mayormente en las clases que son más estresantes ,Suelo sudar más de lo normal y no puede captar de manera clara las cosas ,Serian aquellos momentos en los cuales se suele disfrutar de mejor manera el tiempo ,"Prkwmro plantear que beneficios o cosas negativas conllevará esto, después ver que cosas me impiden tomarla, finalmente tomarla siempre y cuando sea mejor a corto y a largo plazo.
","De manera tranquila ya que duelo comprender que es común que algo así pase, así como género nuevas formas de evitar aquello ",Cuando no suelk expresar de manera correcta lo que siento o pienso.,"Tomarme un espacio para poder pensar de mejor manera y no afectar a terceros.
"
4/29/2024 13:53:27,R5NND2PJ,22,Masculino,Bajo,Licenciatura,Ambos,Estudiante - Para quienes están en instituciones educativas.,Puebla,Puebla,Cuando logro satisfactoriamente mis objetivos ,En situaciones donde no puedo hacer nada al respecto y siento miedo ,"Cuando me la paso trabajando y después tengo que realizar tareas para la universidad, sufro desvelos","Cuando no he estudiado, cuando debo alguna tarea o cuando se me hace tarde ","Hormigueo en los brazos, dolor de cabeza, dolor en el pecho ","Satisfacción de lograr las cosas, sentir bienestar con las personas a mi alrededor y hacer cosas por los demás ","Verificar opciones, investigar acerca de la posible solución y si es posible pedir un consejo a alguien con experiencia ","Simplemente no hago nada, dejar que fluyan las cosas y buscar una solución inmediata ","Cuando tengo una deuda, cuando no me salen las cosas y cuando la gente se porta mal conmigo","Buscar una solución inmediata y sino tiene solución, simplemente no hacer nada "
4/29/2024 14:03:24,S62P3R06,22,Femenino,Bajo,Bachillerato,Estudiando,"Comercio y ventas - Vendedores, gerentes de tienda, representantes de atención al cliente, etc.",Puebla,Puebla,"Al estar con mis amigos, al final de mi jornada laboral, mientras leo ","Cuando veo algunas películas, escuchando algunas canciones.","Después de trabajar, cuando acaban mis clases","Cuando se me hace tarde para llegar a algún lugar, cuando no encuentro solución a algunos problemas, en ciertas situaciones sobre mi futuro","Nervios, dolor en el cuello y hombros y sudoración ","Es en aquel momento donde las preocupaciones, el miedo y los nervios se encuentran en otro lugar, permitiéndote disfrutar de aquello que estás experimentando en el presente ","1. Conocer todos los ámbitos de la situación 
2. Evaluar los pros y contras de tomar la decisión 
3. Conocer si se cuenta con el suficiente tiempo para realizar lo
4. Conocer si está elección se puede aplazar o no ","Nerviosa, ansiosa y algo de desesperación ","Me siento estresada si debo realizar algo en equipo y veo que nadie tiene la decisión de realizar lo, me siento molesta si dicen cosas falsas acerca de mi persona o alguien que conozco y se que no lo merece. ","Mantener la calma, ver que de puede rescatar de la situación, tratar de mejorar la situación,"
4/29/2024 14:05:35,VBGGGTXX,22,Femenino,Bajo,Bachillerato,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Puebla,Puebla ,"Conviviendo con mi familia y amigas, también haciendo cosas que me gustan ",En situaciones de mucho estrés ,Momentos en los que tengo muchas actividades ,Haciendo tareas que no entiendo por completo,Cansancio ,"Estar rodeado de personas y cosas que te hagan sentir bien, en las que no sientas presiones","*Conocer la situación a fondo
*Comparar pros y contras
*Tomar en cuenta los tiempos 
*Conocer alternativas ","Al principio me siento decaída, pero pasando el tiempo lo olvido y decido no quedarme estancada sobrepensando ",En situaciones que no puedo controlar,"Al principio suelo estresarme y tratar de ignorarlo, para después resignarme a enfrentar la situación "
